Log(N/Ha),Log(O/Hb),Predicted
-0.308688061,-0.458634992,SFG
-0.139487555,-0.953335005,SFG
-0.332648422,-0.385131354,SFG
-0.36353207,-2.012552872,SFG
-0.600734812,-0.835303765,SFG
-0.378019002,-1.04347276,SFG
-0.636817356,-1.004816809,SFG
-0.172023662,0.237663485,AGN
-0.43844761,-0.475690233,SFG
-0.500282609,-0.283749012,SFG
-0.394910884,0.159169367,SFG
0.273888217,0.42997615,AGN
-0.371121081,-0.917110551,SFG
-0.378763995,-0.458283997,SFG
-0.46888817,-0.181386134,SFG
-0.127477106,0.225221422,AGN
-0.295925004,-0.273822104,SFG
-0.368093374,0.191332168,SFG
-0.389797314,-0.181054559,SFG
-0.377281244,-0.532231332,SFG
-0.284157088,-0.712035963,SFG
0.181974959,0.49301107,AGN
-0.55383543,0.019200952,SFG
-0.678807312,0.0553351,SFG
-0.54264558,-0.40980399,SFG
-0.416777922,-0.255421755,SFG
-0.39150028,-0.337345858,SFG
-0.688888522,0.838741173,SFG
-0.415287348,-0.365867918,SFG
-0.458889139,-0.317901529,SFG
-0.323900139,-0.445019765,SFG
-0.300921355,0.166241112,SFG
-0.440049162,-0.540759409,SFG
0.167867808,0.037306486,AGN
-0.976843574,0.340987901,SFG
-0.406466603,-0.277660294,SFG
-0.54336328,-0.236750107,SFG
0.282651963,0.147780512,AGN
-0.577865181,-0.112400491,SFG
-0.668655844,0.33986318,SFG
-0.053430714,0.505760044,AGN
-0.485554908,-0.708355038,SFG
0.237957033,0.227011485,AGN
0.260649003,0.395853888,AGN
-0.421923442,-0.527399803,SFG
-0.425811444,-0.688514757,SFG
0.708912266,0.503173305,AGN
0.208388434,0.262541266,AGN
-0.21457895,0.107205365,SFG
-0.656044456,-0.017545263,SFG
0.292888959,0.281845777,AGN
-0.469563316,-0.7139478,SFG
-0.280149539,-0.508961237,SFG
-0.400732503,-0.32122927,SFG
-0.313100884,-0.147268046,SFG
-0.266086825,-0.375738066,SFG
0.225011571,0.202887213,AGN
-0.448812248,-0.737738793,SFG
-1.109234444,0.45940233,SFG
-0.30968636,-0.349289952,SFG
-0.274793615,-0.183724465,SFG
-0.612982709,-0.155033395,SFG
-0.909837789,0.2153997,SFG
-0.374233335,-0.588948935,SFG
0.272202381,0.44875898,AGN
-0.760887283,0.04761104,SFG
-0.370719307,-0.461644185,SFG
-0.674785191,0.023430462,SFG
-0.005440307,0.10113558,AGN
-0.638450835,0.126548138,SFG
-0.016432543,-0.077125537,SFG
-0.285825646,-0.473590025,SFG
0.139284761,0.085493778,AGN
-0.077731095,0.937082124,AGN
-0.155141265,-0.28291483,SFG
-0.311060623,-0.607008733,SFG
-0.236253895,-0.435494754,SFG
-0.277422495,0.075214916,SFG
-0.460103458,-0.533760439,SFG
-0.147417246,-0.598055492,SFG
-0.370389913,-0.444750518,SFG
-0.263431556,0.06513218,SFG
-0.457021481,-0.322343117,SFG
-0.452894467,-0.583755935,SFG
-0.208508346,0.25148543,AGN
-0.425297124,-0.591670061,SFG
-0.605186,-0.089326519,SFG
0.079953874,0.6554194,AGN
-0.312908897,-0.267213507,SFG
-0.328372379,-0.381458012,SFG
-0.414654196,-0.455035046,SFG
-0.909201499,0.169717106,SFG
0.325369903,0.365552221,AGN
-0.332560242,-1.349048999,SFG
-0.287621033,-0.061796369,SFG
-0.444668796,-0.625280908,SFG
-0.547763009,-0.083101895,SFG
-0.716879754,0.012558162,SFG
-0.777773775,0.241562876,SFG
-0.446731591,-0.724795759,SFG
-0.61685138,-0.045996422,SFG
-0.219061314,-0.086340257,SFG
-0.55208993,-0.686962612,SFG
-0.397043252,-0.346015854,SFG
-0.609995384,-0.075343207,SFG
-0.478732873,-0.600550385,SFG
-0.144687828,-0.081946484,SFG
0.160845241,0.036390946,AGN
-0.598504272,-0.051188037,SFG
-0.569164258,-0.083442849,SFG
-0.481467038,-0.690675851,SFG
-0.786177303,0.163670905,SFG
-0.493934989,-0.140008652,SFG
-0.786114394,0.231764246,SFG
-0.309740292,-0.352472167,SFG
-0.132321686,0.08109418,SFG
-0.218710989,-0.566496815,SFG
-0.291428356,0.704969111,AGN
-0.054159309,-0.006935177,SFG
0.092309148,0.264824567,AGN
0.143730288,0.376870102,AGN
-0.098331638,-0.036078413,SFG
-0.477332948,-0.708037324,SFG
-0.511995643,-0.09502632,SFG
-0.207160953,-0.450841014,SFG
0.238461898,1.00151326,AGN
0.086223073,0.742869954,AGN
0.212190961,0.306647133,AGN
-0.553648878,-0.639526678,SFG
-0.01309836,0.057906086,AGN
-0.452574782,-0.584817882,SFG
-0.451978231,-0.51441204,SFG
-0.315546343,-0.647463493,SFG
-0.426470797,0.070514168,SFG
-0.792825633,0.269493189,SFG
-0.608410712,-0.215886296,SFG
-0.601445512,-0.276572428,SFG
-0.430293525,-0.455156972,SFG
-0.509280216,-0.030321013,SFG
-0.468435263,-0.608604332,SFG
0.093234821,0.15102277,AGN
-0.306627702,-0.125339866,SFG
0.022679889,0.057855857,AGN
-0.40675812,-0.594601455,SFG
-0.572150215,-0.915059191,SFG
-0.671810858,-0.023657698,SFG
0.006591335,0.206764128,AGN
0.235958996,0.562411249,AGN
-0.321955817,-0.452867412,SFG
-0.606403551,0.038245625,SFG
-0.470807658,-0.684639596,SFG
-0.448722017,-0.530388534,SFG
-0.36942437,-0.328199564,SFG
-0.240916693,-0.263150653,SFG
-0.076579038,-0.176883155,SFG
-0.205388583,0.441460288,AGN
-0.467981639,-0.509662609,SFG
0.260632016,0.952927694,AGN
-0.916385498,0.297677969,SFG
-0.523764478,-0.211817982,SFG
-0.438407865,-0.393176181,SFG
-0.520500214,-0.106994908,SFG
-0.731813873,0.184615103,SFG
-0.315526115,-0.196692212,SFG
-0.385652359,-0.677948861,SFG
-0.920242689,0.133839253,SFG
0.266489761,0.936494963,AGN
-0.575621864,-0.211472563,SFG
-0.378307181,-0.485725259,SFG
-0.976708749,0.351097078,SFG
-0.178830091,-0.239137578,SFG
0.16442196,0.627206831,AGN
-0.360390157,-0.256418762,SFG
-0.584659884,-0.031908755,SFG
-0.591208877,-0.125823596,SFG
0.048818132,0.4529742,AGN
-0.258583538,-0.097071569,SFG
-0.465490767,-0.516486588,SFG
0.030566857,0.735076301,AGN
0.031216605,0.131093994,AGN
-0.606564232,-0.133514468,SFG
-0.213355578,-0.38226964,SFG
-1.106898643,0.410450532,SFG
-0.251188724,-0.299756351,SFG
-0.482251714,-0.216873413,SFG
-0.447362761,-0.508978891,SFG
-0.462061981,-0.577482388,SFG
0.078926215,-0.003653669,AGN
-0.501283288,-0.300655299,SFG
-0.926024843,0.309156768,SFG
0.195686954,0.384702448,AGN
0.297147609,0.288399984,AGN
-0.435094991,-0.217311478,SFG
-0.383834156,-0.680953427,SFG
-0.01790139,-0.007994305,AGN
-0.562296141,-0.265711945,SFG
-0.66618544,-0.035284489,SFG
-0.456473412,-0.569437632,SFG
-0.447841882,-0.529868677,SFG
-0.153536603,-0.143971034,SFG
-0.550791613,-0.322959761,SFG
-0.173303819,0.13227739,SFG
0.144945057,0.78054911,AGN
-0.432048247,-0.353555775,SFG
-0.350268776,-0.376805416,SFG
-0.504153431,-0.473153392,SFG
-0.415953881,-0.331519201,SFG
-0.19803642,-0.086178924,SFG
-0.519016593,-0.211895384,SFG
-0.360719594,-0.229903153,SFG
-0.416751675,-0.70950075,SFG
-0.269482824,0.231442295,SFG
-0.060680694,0.032419067,AGN
-0.372025096,-0.394924944,SFG
-0.564765447,-0.221246866,SFG
-0.230810146,-0.38585578,SFG
-0.899169865,0.357203816,SFG
-0.893624541,0.14916833,SFG
-0.194399675,-0.312686763,SFG
-0.456765318,-0.62001251,SFG
-0.851728746,-0.180924011,SFG
-0.655345298,-0.017319836,SFG
-0.018215127,-0.005370138,AGN
-0.740915583,0.041262658,SFG
-0.713794828,0.031519976,SFG
-0.407657917,-0.385324515,SFG
0.028780203,0.238994234,AGN
-0.559526207,-0.173653501,SFG
-0.559663643,-0.274160465,SFG
-0.423724943,-0.605326337,SFG
-0.439972843,-0.527938121,SFG
-0.453473793,-0.463249384,SFG
-0.540276671,-0.157150305,SFG
-0.644787311,-0.147092895,SFG
-0.259612583,-0.422620878,SFG
-0.453016497,-0.600736888,SFG
-0.320852298,-0.184821655,SFG
-0.102609483,0.761643881,AGN
-0.136749814,-0.090858284,SFG
-0.41169229,-0.235426626,SFG
-0.030467248,0.237428895,AGN
-0.070431328,0.060532005,AGN
-0.487746119,-0.437859193,SFG
-0.410041825,-0.521145968,SFG
-0.632217179,-0.166771271,SFG
-0.01818402,0.067275286,AGN
-0.14545298,0.211755657,AGN
0.278454129,0.790214996,AGN
-0.630109606,-0.099674029,SFG
-0.11001882,-0.099505817,SFG
-0.4471144,-0.726006745,SFG
-0.463515755,-0.361721527,SFG
-0.71522114,-0.028661168,SFG
-0.417808575,-0.714091879,SFG
-1.294057558,0.336732376,SFG
-0.739314786,0.188635832,SFG
-0.395782862,-0.513931094,SFG
-0.565508633,-0.324257465,SFG
0.110787531,0.231300248,AGN
-0.327538121,-0.415045117,SFG
-0.505920657,-0.345519874,SFG
-1.114783097,0.193947423,SFG
-0.701044138,-0.16855974,SFG
-0.44972823,-0.309892731,SFG
-0.39810418,-0.501211835,SFG
-0.689048325,0.015126006,SFG
-0.360030511,0.039477742,SFG
-0.75339328,0.24917544,SFG
0.004293457,0.202747782,AGN
-0.033772862,0.146274906,AGN
-0.110474109,-0.205327189,SFG
-0.338374241,-0.408666998,SFG
0.223463815,0.493106082,AGN
-0.581558477,-0.160493153,SFG
-0.44722287,-0.841544411,SFG
-0.66727533,0.081629517,SFG
-0.473306906,-0.233959197,SFG
-0.71390194,-0.042827093,SFG
-0.449826435,-0.545305975,SFG
-0.481588842,-0.461627481,SFG
-0.44516793,-0.530694097,SFG
-0.28372971,-0.309411286,SFG
-0.493946136,-0.345890334,SFG
-0.701147378,0.020139781,SFG
-0.441595102,-0.435785319,SFG
-0.625629619,-0.163124921,SFG
-0.449300152,-0.462849276,SFG
-0.383368268,-0.347486306,SFG
-0.483012988,-0.302446561,SFG
0.089183997,0.417193534,AGN
-0.364560644,-0.396066828,SFG
-0.420595297,-0.617634234,SFG
-0.189620489,-0.125861145,SFG
-0.701189486,0.006866052,SFG
0.266102019,0.185462507,AGN
-0.431126128,-0.523458725,SFG
-0.325325629,-0.768431016,SFG
-0.319331304,-0.039057886,SFG
-0.175630996,0.134942931,SFG
-0.308317278,-0.425383052,SFG
-0.811650198,0.092257238,SFG
-0.48125716,-0.526442494,SFG
-0.358043462,-0.395432564,SFG
-0.378777527,-0.50087759,SFG
0.04717836,0.295695231,AGN
-0.084804259,0.064726377,AGN
0.048573668,0.291352093,AGN
-0.062982636,-0.10187667,SFG
-0.500071576,-0.811670105,SFG
-0.676318693,0.027709611,SFG
-0.43020454,-0.509774047,SFG
-0.424116746,-0.157147245,SFG
-0.54274279,-0.093100135,SFG
-0.414150913,-0.409905991,SFG
-0.118877447,0.720638016,AGN
-0.311608886,-0.507253128,SFG
-0.435107285,-0.275209585,SFG
0.167255836,0.280450511,AGN
-0.450547972,-0.524412027,SFG
-0.904097488,0.250898182,SFG
-0.161926023,-0.397669501,SFG
-0.834319994,0.154103765,SFG
-0.01811392,0.23405953,AGN
-0.573033851,-0.034660411,SFG
-0.408522183,-0.674084032,SFG
-0.407465992,-0.468477756,SFG
-0.363630878,-0.508422504,SFG
-0.327995026,-0.489158308,SFG
-1.335689907,0.469624386,SFG
-0.396254525,-0.513674524,SFG
-0.444310002,-0.311004333,SFG
-0.484191384,0.315789867,SFG
-0.136351389,-0.157205405,SFG
-0.525014091,-0.020505087,SFG
-0.174871424,-0.470947993,SFG
-0.445002096,-0.644525841,SFG
-0.174344277,-0.303044945,SFG
-0.36443826,-0.697024796,SFG
-0.349039877,-0.207589893,SFG
-0.552321739,-0.182145282,SFG
-0.104019629,0.193932231,AGN
-0.45531772,-0.506153629,SFG
0.125650608,0.219061422,AGN
-0.456820674,-0.712449656,SFG
-0.434722232,-0.678015858,SFG
-0.483069738,-0.496845658,SFG
-0.48543007,-0.572354746,SFG
-0.570118199,-0.143382764,SFG
-0.484026746,-0.250165896,SFG
-0.413038402,-0.560776011,SFG
-0.664287481,0.178947477,SFG
-0.384233131,-0.688404982,SFG
0.078573433,0.17192522,AGN
-0.377940938,-0.378350415,SFG
-0.496139061,-0.489158297,SFG
0.29548595,0.308871364,AGN
-0.465660303,-0.552065865,SFG
-0.391398876,-0.592592741,SFG
-0.401201487,-0.339083462,SFG
0.009210197,0.119684653,AGN
-0.711331744,0.15800776,SFG
0.07719709,0.430655361,AGN
-0.351635726,-0.536820403,SFG
-0.478658606,-0.441127041,SFG
-0.49052752,-0.362579404,SFG
-0.814366594,0.095996722,SFG
0.079285101,0.7062428,AGN
-0.155636894,-0.133608353,SFG
-1.228622864,0.64646007,SFG
-0.221498449,-0.075080741,SFG
-0.588817526,-0.159064283,SFG
-0.396294941,-0.61956306,SFG
-0.09218564,0.176915327,AGN
-0.040647697,0.043031383,AGN
-0.191000511,-0.309589635,SFG
-0.948349458,0.351049196,SFG
-0.07083239,0.12855546,AGN
-0.476949459,-0.199667222,SFG
0.245184052,0.720256927,AGN
-0.457588297,-0.620286924,SFG
-0.327620979,-0.482907241,SFG
-0.452833768,-0.403062646,SFG
-0.275150526,-0.010828387,SFG
0.211758996,0.177223725,AGN
-0.067225307,0.058375403,AGN
-0.368889419,-0.10731687,SFG
-0.317001029,-0.262544715,SFG
-0.455590288,-0.391380441,SFG
-0.549077685,-0.119467882,SFG
-0.535782114,-0.366473306,SFG
-0.756849676,0.128878469,SFG
0.160089689,0.186816489,AGN
-0.275152806,-0.413134186,SFG
-0.13949572,0.167060418,AGN
-0.754757123,-0.013106409,SFG
-0.379955587,-0.553780347,SFG
-0.585175929,-0.081512161,SFG
-0.354849093,-0.696211846,SFG
-0.260800423,-0.138950725,SFG
-0.401028417,-0.594758391,SFG
-0.650146015,-0.036220408,SFG
-0.209394995,-0.209057321,SFG
-0.519924243,-0.64145146,SFG
-1.086550024,0.429382491,SFG
-0.332487091,-0.369852762,SFG
-0.795177534,0.216852432,SFG
-0.429237345,-0.18926926,SFG
-0.510967125,-0.204320003,SFG
-0.708802441,0.76203164,SFG
-0.39291263,-0.287921473,SFG
-0.653940961,0.110043738,SFG
-0.464306578,-0.376679669,SFG
-0.482038144,-0.096046236,SFG
-0.05871318,0.424734887,AGN
-0.72463385,0.180380002,SFG
-0.46266818,-0.646060026,SFG
-0.464827956,-0.749294515,SFG
-0.146114855,0.064951875,SFG
-0.37428541,-0.316572772,SFG
-0.193543351,-0.006765195,SFG
-0.695935764,0.000692055,SFG
-0.34932447,-0.028317016,SFG
-0.478397673,-0.734960202,SFG
-0.705904882,0.23391458,SFG
-0.606409088,-0.14455194,SFG
-0.485936576,-0.019360332,SFG
-0.044171554,-0.015121935,AGN
-0.740350502,-0.02548706,SFG
-0.713841712,0.018562976,SFG
0.249199111,0.651499578,AGN
-0.302015087,-0.773824224,SFG
-0.317844283,-0.068768228,SFG
-0.554321423,-0.275898691,SFG
-0.353015147,-0.305848752,SFG
-0.52548691,-0.285473241,SFG
-0.232890794,-0.404508898,SFG
-0.473495539,-0.523666896,SFG
-0.460762825,-0.636581134,SFG
-0.707755433,0.027218527,SFG
-0.011197203,-0.008296746,AGN
-0.50753933,-0.335127224,SFG
-0.850396401,0.115437115,SFG
0.07840842,0.6929025,AGN
-1.22166471,0.648356216,SFG
-0.175589,0.310640117,AGN
-0.901502637,0.424617427,SFG
-0.808714676,0.159530479,SFG
-0.511201128,-0.472909663,SFG
-0.044927588,-0.11073137,SFG
-0.599797011,-0.297119069,SFG
-0.23672958,-0.375361231,SFG
-0.306962998,-0.377128668,SFG
-0.377356665,-0.492268705,SFG
-0.078851888,0.052889139,AGN
-0.406611264,-0.544522797,SFG
-0.475777715,-0.684026699,SFG
-0.446527413,-0.515403619,SFG
-0.926636417,0.445380604,SFG
-0.58263279,0.0037505,SFG
-0.511149279,0.058885351,SFG
0.307625099,0.901555421,AGN
-0.427488306,-0.408304274,SFG
-0.791448293,0.239379949,SFG
-0.0105988,-0.014806137,AGN
0.162823527,0.28964605,AGN
-0.51134344,-0.709843048,SFG
-0.235163538,-0.278040255,SFG
-0.382428957,-0.365263355,SFG
-0.034885406,-0.034261561,SFG
-0.197405967,0.28265954,AGN
-0.455026993,-0.598144162,SFG
0.059529297,-0.080717628,AGN
-0.511442108,-0.469937419,SFG
-0.445685214,-0.571863516,SFG
-0.173874841,-0.301657358,SFG
-0.493258853,-0.130515328,SFG
-0.285896199,-0.088039482,SFG
-0.260446272,-0.425979021,SFG
-1.171889484,-0.183081995,SFG
-0.518134586,-0.350014995,SFG
-0.304552842,-0.390561612,SFG
-0.243074067,-0.218638483,SFG
0.330562836,0.487175123,AGN
-0.333776722,-0.026176523,SFG
-1.483769654,0.795394961,SFG
-0.506965423,-0.267188304,SFG
-0.353096837,-0.277751614,SFG
-0.229666392,-0.460760144,SFG
-0.521521835,-0.109290837,SFG
-0.231460191,-0.135816464,SFG
0.125986801,0.329068363,AGN
-0.352342159,-0.584561334,SFG
-0.472821223,-0.69155132,SFG
0.100136076,0.486186031,AGN
-0.502753706,-0.303406109,SFG
-0.06379973,0.618069613,AGN
-0.00064099,0.685725737,AGN
-0.441438819,-0.759735405,SFG
0.091376601,0.055808738,AGN
-0.430657311,-0.572766105,SFG
-0.545014705,-0.286708691,SFG
-0.472970146,-0.547090505,SFG
-0.279024443,-0.457686019,SFG
-0.45893497,-0.56660715,SFG
-0.358826633,-0.402105764,SFG
-0.126345363,0.029728318,SFG
-0.43977491,-0.572231925,SFG
-0.648478778,-0.074381778,SFG
0.091120396,0.398430469,AGN
-0.183600277,-0.156547083,SFG
-0.297580902,-0.595104239,SFG
-0.257403322,0.095501577,SFG
-0.409625359,-0.39844823,SFG
-0.38205388,-0.285569133,SFG
-0.334950913,-0.387277694,SFG
-0.608073053,-0.109223787,SFG
-0.696674677,0.177776339,SFG
-0.35329998,-0.403230753,SFG
-0.676221386,0.03685471,SFG
-1.068063692,0.407491649,SFG
-0.585319082,0.217609699,SFG
-0.258199449,-0.270564413,SFG
-0.046547742,0.06685668,AGN
-0.049107566,-0.021312316,SFG
-0.66166245,-0.035483619,SFG
-0.008188491,-0.100401627,SFG
0.034161128,0.316395603,AGN
-0.44623593,-0.724046974,SFG
-0.479432909,-0.34226088,SFG
-0.118911286,-0.16545949,SFG
-0.520918902,-0.282309831,SFG
-0.369728595,-0.411304824,SFG
0.158221175,0.142682803,AGN
-0.43780394,-0.58825638,SFG
-0.857034201,0.303303845,SFG
-0.264758204,-0.399907839,SFG
-0.789273075,0.136845673,SFG
-0.725017582,0.040113494,SFG
-0.699339175,0.019675889,SFG
-0.312004836,-0.412415479,SFG
-0.316731042,-0.410726799,SFG
-0.419700734,-0.512588509,SFG
-0.475423017,-0.500347559,SFG
-0.851423515,0.214923065,SFG
0.035265981,0.383960432,AGN
-0.317339248,-0.146140458,SFG
-0.410566324,-0.655952521,SFG
-0.461138668,-0.59708861,SFG
-0.61469676,-0.012182833,SFG
-0.503677882,-0.411776757,SFG
-0.174925324,-0.013923688,SFG
-0.50451696,-0.280852247,SFG
-0.183304742,0.165597427,SFG
-0.265005497,-0.473102693,SFG
-0.549193612,-0.085465251,SFG
-0.544147643,-0.332249474,SFG
0.015324541,0.249556792,AGN
-0.425389845,-0.576580583,SFG
-0.764510449,0.0383489,SFG
0.215513777,0.160964971,AGN
-0.222089905,-0.379327102,SFG
-0.442723285,-0.582914839,SFG
-0.392550848,-0.317106706,SFG
-0.745693521,0.046203245,SFG
-0.536676089,-0.147352152,SFG
-0.52067712,-0.232407702,SFG
0.011814222,0.057783868,AGN
-0.702248861,0.271591738,SFG
0.218529833,0.354685021,AGN
-0.212585873,-0.036096538,SFG
-0.300923222,-0.436576342,SFG
-0.334627493,-0.519216182,SFG
-0.344120031,0.178281042,SFG
-0.451478667,-0.72904841,SFG
-0.481616388,-0.412998786,SFG
-0.427309264,-0.6296725,SFG
-0.428850177,-0.473455812,SFG
-0.361616623,-0.423080169,SFG
-0.395959005,-0.434564558,SFG
-0.699553851,0.122606897,SFG
-0.201010581,-0.477899537,SFG
-0.303833447,-0.307317956,SFG
-0.439822358,-0.746179824,SFG
-0.387703892,-0.727966096,SFG
0.103977944,0.15618076,AGN
-0.581774618,-0.225325938,SFG
0.116423385,0.286970542,AGN
-0.082570941,-0.025506007,SFG
-0.210934768,-0.004418369,SFG
0.166930578,0.549893918,AGN
-0.404319171,-0.477240401,SFG
-0.139789823,-0.226475484,SFG
-0.361056593,-0.219177922,SFG
-0.30818604,-0.525902438,SFG
-0.398565558,-0.483383551,SFG
-0.294254986,-0.254323785,SFG
0.025172763,0.051311038,AGN
-0.341199517,-0.120432473,SFG
-0.726638188,0.15784023,SFG
-0.279611009,-0.352282637,SFG
-0.361830527,-0.190032696,SFG
-0.584928495,-0.107602082,SFG
-0.146126498,0.03294764,SFG
-0.513098988,-0.333403296,SFG
0.141321076,0.687935006,AGN
0.086820129,0.2536263,AGN
-0.371924273,-0.502152335,SFG
-0.546146018,-0.154242716,SFG
-0.454603591,-0.179039388,SFG
-0.45525317,-0.419488482,SFG
-0.465389474,-0.465538849,SFG
-0.464156338,-0.283505811,SFG
-0.250925071,0.320753654,AGN
-0.376039341,-0.378812667,SFG
-0.258616944,-0.154515914,SFG
-0.471628769,-0.237436869,SFG
-0.440615124,-0.05896461,SFG
-0.679651536,0.138198319,SFG
-0.649142714,0.058666414,SFG
-0.377302995,-0.299402513,SFG
0.147520571,0.210449177,AGN
-0.544623674,-0.241969077,SFG
-0.724591551,0.036835605,SFG
-0.502116619,-0.710225908,SFG
-0.761521687,0.113375647,SFG
-0.498800771,-0.65844007,SFG
-0.358464158,-0.382866375,SFG
-0.521665706,-0.076061556,SFG
-0.469728705,-0.459903949,SFG
-0.808519879,0.210137891,SFG
-0.787241864,0.123208123,SFG
0.072432352,0.770115367,AGN
-0.615017699,-0.103439507,SFG
-0.283883334,0.09899347,SFG
-0.364593994,-0.653234536,SFG
0.047922135,0.479961799,AGN
-0.387157939,-0.605143214,SFG
-0.55319592,-0.132308759,SFG
-0.52569965,-0.195275434,SFG
-0.805732234,0.257719049,SFG
0.048569257,0.600314092,AGN
-0.649528321,-0.068562096,SFG
-0.474794173,-0.505130707,SFG
-0.447348313,-0.313089442,SFG
-0.447657068,-0.619247382,SFG
-0.681673389,0.251282179,SFG
-0.354156723,-0.312795588,SFG
-0.374591714,-0.528700309,SFG
-0.562659955,-0.68282326,SFG
-0.482073596,-0.582797343,SFG
-0.614505774,-0.082296248,SFG
-0.367621476,-0.441539273,SFG
-0.497206524,-0.54901147,SFG
-0.073719422,0.101051478,AGN
-0.300033214,-0.388253754,SFG
-0.051502837,0.204489731,AGN
-0.622945359,0.031458948,SFG
-0.974436569,0.351138917,SFG
-0.23244749,-0.135597319,SFG
-0.560455041,-0.293039133,SFG
-0.424424573,-0.302546551,SFG
-0.607118306,0.031097091,SFG
-0.386197917,-0.48581225,SFG
-0.48895167,-0.471052468,SFG
-0.830008254,0.225083357,SFG
-0.06313273,-0.069451024,SFG
-0.206845055,-0.386206241,SFG
-0.057324454,-0.017334586,SFG
-0.684335238,0.067408896,SFG
0.325444535,0.430161048,AGN
-0.459008698,-0.616393317,SFG
-0.095564956,0.271215441,AGN
-0.289674491,-0.347301854,SFG
-0.552027106,-0.118759238,SFG
-0.294503806,-0.485596531,SFG
0.080934177,0.080339886,AGN
0.157209049,-0.156897441,AGN
-0.621360403,-0.194030597,SFG
-0.324259632,-0.352962098,SFG
-0.501739229,-0.227885984,SFG
-0.3292392,-0.233322665,SFG
-0.498037247,-0.225914405,SFG
-0.441025527,-0.62302932,SFG
-0.744672458,0.044751587,SFG
-0.513819708,-0.912193988,SFG
-0.383691356,-0.481419498,SFG
-0.278044056,-0.074859033,SFG
-0.806145892,0.150530488,SFG
-0.288517555,-0.177154114,SFG
-0.36589778,-0.165485757,SFG
-0.368766358,-0.636918926,SFG
-0.648451398,0.124881343,SFG
-0.506159052,-0.178012165,SFG
-0.118390947,0.768877601,AGN
-0.441228942,-0.523227197,SFG
-0.737231362,0.000654278,SFG
-0.466777859,-0.485207969,SFG
-0.456955688,-0.482961294,SFG
-0.14893319,-0.006465207,SFG
-0.559067895,-0.255463019,SFG
-0.153797723,0.089540867,SFG
-0.350119591,-0.293722802,SFG
-0.164225798,-0.245247109,SFG
-0.082253628,0.247979814,AGN
-0.859255516,0.190444669,SFG
-0.291137443,-0.224684456,SFG
-0.833622814,0.207036357,SFG
-0.597137136,-0.034493,SFG
-0.422326827,-0.521225153,SFG
-0.75678544,0.070089373,SFG
-0.379251633,-0.47969327,SFG
-0.28145235,-0.28209063,SFG
-0.718266073,0.052390725,SFG
-0.199051155,0.334950603,AGN
-0.129603193,0.175424173,AGN
-0.606847425,-0.095553487,SFG
-0.331604933,-0.409249277,SFG
-0.435522517,-0.485981049,SFG
-0.129091478,-0.234388222,SFG
-0.403955085,-0.346918742,SFG
-0.796442519,0.196706286,SFG
-0.266020473,-0.108145102,SFG
-0.241375865,-0.324462235,SFG
-0.011369366,0.029965099,AGN
0.089951195,0.711406225,AGN
-0.597271852,-0.121235601,SFG
-0.458067019,-0.610739654,SFG
-0.33886798,-0.396195081,SFG
-0.129819929,-0.143522126,SFG
-0.682461516,-0.005717386,SFG
-0.270548638,-0.464865587,SFG
-0.188895213,0.029087514,SFG
-0.117617967,0.864612744,AGN
-0.432676555,0.020773196,SFG
-0.249046881,-0.285557677,SFG
-0.525954592,-0.337856047,SFG
-0.254223474,0.013118699,SFG
-0.414057872,-0.38370783,SFG
-0.43967545,-0.602143251,SFG
-0.45543783,-0.590429991,SFG
-0.342416387,-0.163848661,SFG
-0.412959535,-0.32900356,SFG
-0.413721611,-0.317939329,SFG
-0.692006906,0.109069289,SFG
-0.57392869,-0.155166034,SFG
-0.302321313,-0.302663827,SFG
-0.611389009,-0.13449393,SFG
-0.312603423,-0.329965065,SFG
-0.414617563,-0.540812838,SFG
-0.054148691,0.03956196,AGN
-0.425323417,-0.441850321,SFG
-0.679086621,0.02825999,SFG
-0.363918381,-0.334890516,SFG
-0.273188058,-0.365419564,SFG
0.113801615,0.079962276,AGN
-0.498030163,-0.35596439,SFG
-0.428739276,-0.280267505,SFG
-0.47913292,-0.181662301,SFG
-0.351703837,-0.542696448,SFG
-0.436666657,-0.328365575,SFG
-0.411396546,-0.455589344,SFG
-0.598115975,-0.059451314,SFG
-0.483308833,-0.444594578,SFG
-0.535555842,-0.209728712,SFG
-0.70034957,-0.054305456,SFG
-0.507954311,-0.708305327,SFG
-0.457089194,-0.444673472,SFG
-0.370444049,-0.061990907,SFG
0.380647264,0.241842448,AGN
-0.098093607,-0.0886117,SFG
-0.331708033,-0.439350651,SFG
-0.408214556,-0.352319142,SFG
-0.533985865,-0.441825733,SFG
-0.367658873,-0.392028642,SFG
-0.111428099,-0.083540687,SFG
-0.500127482,-0.220445975,SFG
-0.527779533,-0.400960345,SFG
-0.562599097,0.029212358,SFG
-0.521774133,-0.273708092,SFG
-0.432193916,-0.576325472,SFG
-0.438189452,-0.405983007,SFG
-0.779279527,0.077126289,SFG
-0.886676831,0.280673535,SFG
-0.47997665,-0.459598402,SFG
-0.436663724,-0.102096122,SFG
-0.402730734,-0.40478735,SFG
-0.709117453,0.105706735,SFG
0.195841378,0.103984545,AGN
-0.521288049,-0.228298601,SFG
-0.791985057,0.210588989,SFG
-1.037011177,0.263707252,SFG
-0.917037448,0.209731179,SFG
-0.619398998,0.035201965,SFG
-0.546184319,-0.312192248,SFG
-0.459818026,-0.399987715,SFG
-0.39774084,-0.323317503,SFG
