plateifu,log(N/Ha),log(O/Hb),EW(Ha),KL_Calc,comparison,Classification
12675-12701,0.259844877,0.185218172,3.245547414,-1.712617796283748,higher,Unclassified
12675-12702,-0.149883225,0.150337267,2.000804245,0.20594368842615463,lower,Passive
12675-12703,-0.328372379,-0.381458012,6.157505512,0.42594551108587375,lower,SFG
12675-12704,-0.414654196,-0.455035046,14.49025273,0.5004650350858675,lower,SFG
12675-12705,-0.501990013,-0.382284992,1.104037762,0.5624215353640675,lower,Passive
12675-1901,-0.909913478,0.172163473,5.006156802,0.7479432988189133,lower,Unclassified
12675-1902,-0.049423493,0.456110994,5.864468217,0.015621081409192161,higher,Unclassified
12675-3701,0.014201973,0.093295328,2.756922543,-0.14831206777031536,higher,Passive
12675-3702,0.163039585,0.55926982,4.568644106,-0.7972269197968085,higher,Unclassified
12675-3703,-0.517210977,-0.504192241,3.850876212,0.5720976324091258,lower,Unclassified
12675-3704,0.325369903,0.365552221,11.27469563,-3.0276560249420297,higher,AGN
12675-6101,-0.072934222,-0.067893596,5.345918179,0.06647531637819637,lower,Unclassified
12675-6102,0.717432139,0.255561039,0.701982535,3.6553224211912094,lower,Passive
12675-6103,0.002120518,0.189949459,3.219555736,-0.1137545424998998,higher,Unclassified
12675-6104,0.235952794,0.181261193,3.514893115,-1.4163118224107323,higher,Unclassified
12675-9101,0.012170737,0.272961304,1.102501929,-0.14237442273321887,higher,Passive
12675-9102,0.129104613,0.233092742,2.60911727,-0.5994052640847265,higher,Passive
12767-1902,-0.332560242,-1.349048999,191.4358368,0.42993244609293757,lower,SFG
7443-12701,-0.18760936,0.409618327,2.417153299,0.26239763132325233,higher,Passive
7443-12702,-0.429836058,-0.307154784,4.402823806,0.512098737234644,lower,Unclassified
7443-12703,-0.287621033,-0.061796369,342.6898422,0.3848481187427646,lower,SFG
7443-12704,-0.444668796,-0.625280908,51.35929775,0.5230919315629522,lower,SFG
7443-12705,-0.40901499,-0.693419668,5.641147017,0.4960414134689557,lower,Unclassified
7443-1901,-0.547763009,-0.083101895,31.62270641,0.5906463247280388,lower,SFG
7443-1902,0.281650476,-0.340793299,0.233064558,-2.048659631547569,higher,Passive
7443-3701,-0.716879754,0.012558162,17.42089939,0.6760473456184677,lower,SFG
7443-3702,-0.05507232,0.46137753,0.549186014,0.028255271197689336,higher,Passive
7443-3703,-0.68010148,-0.195674025,0.128695615,0.659612020671428,lower,Passive
7443-3704,-0.777773775,0.241562876,13.68595457,0.7011293311161311,lower,SFG
7443-6101,-0.637344735,0.018527654,3.326528609,0.6391327039180801,lower,Unclassified
7443-6102,-0.446731591,-0.724795759,57.5279932,0.5245925830541166,lower,SFG
7443-6103,-0.61685138,-0.045996422,29.26081753,0.6287457096479925,lower,SFG
7443-6104,0.098411779,0.260915824,3.229897082,-0.45160208942683355,higher,Unclassified
7443-9101,-0.219061314,-0.086340257,33.80084801,0.3047377053299497,lower,SFG
7443-9102,0.179208816,0.114291417,0.807102904,-0.9077252185196922,higher,Passive
7957-12701,-0.575315415,-0.253261478,2.205867708,0.6064440787472746,lower,Passive
7957-12702,-0.55208993,-0.686962612,36.32281494,0.5931836317964702,lower,SFG
7957-12703,0.16023283,0.163808296,2.955053747,-0.7792209474619278,higher,Passive
7957-12704,-0.397043252,-0.346015854,23.71007395,0.48645954963270965,lower,SFG
7957-12705,-0.137038664,0.27840258,5.906707168,0.18512166823034515,higher,Unclassified
7957-1901,0.601942127,-0.30573936,0.60857591,5.813239096335014,lower,Passive
7957-1902,0.42309905,0.68480679,1.48196657,-11.816133138028123,higher,Passive
7957-3701,0.181617092,0.271377224,4.088641942,-0.9252432515175277,higher,Unclassified
7957-3702,0.325048619,-0.0358787,0.147659011,-3.018307611777773,higher,Passive
7957-3703,-0.609995384,-0.075343207,22.75822592,0.6251827711145106,lower,SFG
7957-3704,-0.478732873,-0.600550385,12.21341324,0.5470371414757544,lower,SFG
7957-6101,-0.117982174,0.162805082,3.654631257,0.15255358244925277,higher,Unclassified
7957-6102,-0.144687828,-0.081946484,7.478746057,0.19762635566618048,lower,SFG
7957-6103,0.179810285,0.103953977,6.257570863,-0.9120731213716518,higher,AGN
7957-6104,-0.598504272,-0.051188037,44.52778339,0.6191085061754437,lower,SFG
7957-9101,-0.569164258,-0.083442849,7.411556721,0.6029898182083163,lower,SFG
7957-9102,-0.481467038,-0.690675851,27.68000507,0.5488847793590091,lower,SFG
7958-12701,-0.786177303,0.163670905,11.38726234,0.7043997598561927,lower,SFG
7958-12702,-0.53752704,-0.121514364,4.495226204,0.5845571922317835,lower,Unclassified
7958-12703,-0.395720239,-0.250523576,5.63251698,0.48538438340702805,lower,Unclassified
7958-12704,-0.493934989,-0.140008652,25.83799696,0.5571772402070156,lower,SFG
7958-12705,-0.786114394,0.231764246,14.74991274,0.7043754399171386,lower,SFG
7958-1901,0.067466066,0.78997058,1.169493258,-0.32540018983840513,higher,Passive
7958-1902,-0.309740292,-0.352472167,8.520447731,0.407688240227555,lower,SFG
7958-3701,0.33921853,-0.22979955,0.672404677,-3.4742693341801423,higher,Passive
7958-3702,-0.132321686,0.08109418,19.91329813,0.1772521375562759,lower,SFG
7958-3703,0.120642497,0.549156952,4.41833818,-0.5560623995815543,higher,Unclassified
7958-3704,-0.116713405,0.110579169,1.125798374,0.15031010234034103,lower,Passive
7958-6101,-0.218710989,-0.566496815,67.11652946,0.30428740103927676,lower,SFG
7958-6102,0.266745752,0.161192366,2.467389107,-1.8111672867963877,higher,Passive
7958-6103,0.059852037,0.534504212,2.446401477,-0.29726814474024343,higher,Passive
7958-6104,0.102550823,0.350252393,1.06187351,-0.47009352634908774,higher,Passive
7958-9101,-0.291428356,0.704969111,11.09787345,0.38887406977525263,higher,AGN
7958-9102,0.050442841,0.415752576,2.117126226,-0.2639139350021198,higher,Passive
7959-12701,-0.054159309,-0.006935177,6.805731297,0.026231677037715118,lower,SFG
7959-12702,0.092309148,0.264824567,6.067201138,-0.4250775078873239,higher,AGN
7959-12703,0.101040612,0.139198952,6.031323552,-0.46329849257013644,higher,AGN
7959-12704,-0.098331638,-0.036078413,49.49179268,0.11668301531367486,lower,SFG
7959-12705,-0.477332948,-0.708037324,46.39319515,0.5460870005758524,lower,SFG
7959-1901,-0.511995643,-0.09502632,11.99648666,0.5688159811621485,lower,SFG
7959-1902,-0.123098881,0.303878924,1.548241317,0.16150370782776768,higher,Passive
7959-3701,-0.207160953,-0.450841014,95.16436005,0.2891801915075868,lower,SFG
7959-3702,-0.018887398,0.648419442,1.829674721,-0.057731077739909376,higher,Passive
7959-3703,-0.229745225,0.208510297,2.557371557,0.3182541442137029,lower,Passive
7959-6101,0.152016826,-0.028137787,0.481145754,-0.7283404968465408,higher,Passive
7959-6102,0.238461898,1.00151326,13.28399897,-1.444555586017545,higher,AGN
7959-6103,0.086223073,0.742869954,22.90558004,-0.3994650175256629,higher,AGN
7959-6104,0.22301499,0.380035921,5.978111148,-1.2797855145136139,higher,Unclassified
7959-9101,-0.228197302,-0.198510089,3.902076006,0.3163214592026595,lower,Unclassified
7959-9102,-0.553648878,-0.639526678,20.62232304,0.5940925427556615,lower,SFG
7960-12701,-0.01309836,0.057906086,16.53297234,-0.07268282094768463,higher,AGN
7960-12702,-0.256491048,-0.370754614,4.583217621,0.3503475339726415,lower,Unclassified
7960-12703,-0.452574782,-0.584817882,10.11013651,0.5288069868139967,lower,SFG
7960-12704,-0.451978231,-0.51441204,36.08115005,0.5283791726423094,lower,SFG
7960-12705,-0.315546343,-0.647463493,23.82755899,0.4134703841018327,lower,SFG
7960-1901,-0.174623789,-0.283665479,1.250732824,0.24371162155481652,lower,Passive
7960-1902,0.114568732,-0.345532919,1.546731383,-0.526224921438257,higher,Passive
7960-3701,0.185168716,0.300035085,2.50571233,-0.9516186853969315,higher,Passive
7960-3702,0.033404072,0.159965615,4.98110199,-0.20717290262954546,higher,Unclassified
7960-3703,-0.426470797,0.070514168,24.01641703,0.509553964232479,lower,SFG
7960-3704,-0.792825633,0.269493189,45.87639427,0.7069562732498001,lower,SFG
7960-6101,-0.608410712,-0.215886296,6.864481091,0.6243527997151422,lower,SFG
7960-6102,-0.601445512,-0.276572428,17.68211222,0.6206756683675388,lower,SFG
7960-6103,-0.430293525,-0.455156972,31.77906179,0.5124431998441841,lower,SFG
7960-6104,0.039140349,0.187468997,1.135316059,-0.22577425174120114,higher,Passive
7960-9101,-0.508935789,-0.031449406,6.452221394,0.5668743498252059,lower,SFG
7960-9102,0.162032403,-0.199005477,0.719847515,-0.7907278620938814,higher,Passive
7961-12703,-0.468435263,-0.608604332,34.10757637,0.5399818005027374,lower,SFG
7961-12704,-0.316716778,0.423153868,5.31260097,0.41462566318879235,higher,Unclassified
7961-12705,0.093234821,0.15102277,9.496448755,-0.42904558595103093,higher,AGN
7961-1901,-0.09915483,0.202360368,3.525222063,0.118235397738784,higher,Unclassified
7961-3701,0.222371024,0.091498837,0.44712624,-1.2733627689838691,higher,Passive
7961-3702,-0.306627702,-0.125339866,18.35520124,0.40455286950348823,lower,SFG
7961-3703,-0.779844115,-0.570217859,1.491729259,0.7019391349056358,lower,Passive
7961-3704,0.505441726,0.180989021,0.414762452,18.401351388473547,lower,Passive
7961-6101,0.160589683,0.321765928,3.482086599,-0.781492114143046,higher,Unclassified
7961-6102,-0.080479054,0.387434293,0.726375893,0.08187427647337864,higher,Passive
7961-6103,0.022679889,0.057855857,10.61564589,-0.17367667135806486,higher,AGN
7961-6104,-0.355977751,-0.465256941,4.785149336,0.4514813180361319,lower,Unclassified
7961-9102,-0.40675812,-0.594601455,6.944579124,0.49425508919153205,lower,SFG
7990-12701,-0.572150215,-0.915059191,11.38760352,0.6046717131368629,lower,SFG
7990-12702,-0.178300999,-0.298691089,1.598277301,0.249079037451861,lower,Passive
7990-12703,-0.671810858,-0.023657698,17.08167553,0.655760904508757,lower,SFG
7990-12704,0.006591335,0.206764128,7.074599028,-0.12633274487864843,higher,AGN
7990-12705,-0.011355656,0.209892481,4.008351326,-0.07725424828081806,higher,Unclassified
7990-1901,0.235958996,0.562411249,7.475836754,-1.4163808887095701,higher,AGN
7990-1902,-0.321955817,-0.452867412,89.2142601,0.4197550104363965,lower,SFG
7990-3701,-0.023497967,0.465745354,2.451025903,-0.046073987717157205,higher,Passive
7990-3702,-0.323565262,-0.32876187,4.503531933,0.4213171591424827,lower,Unclassified
7990-3703,-0.606403551,0.038245625,231.2899208,0.6232980419534122,lower,SFG
7990-3704,0.145232139,0.574892338,1.172519475,-0.6882646722546233,higher,Passive
7990-6101,-0.453117352,-1.662466258,3.730467856,0.5291956085774021,lower,Unclassified
7990-6102,-0.362536983,-0.215031323,1.317903757,0.45729981675780995,lower,Passive
7990-6103,-0.021888929,0.408690447,4.480447173,-0.050117359909110704,higher,Unclassified
7990-6104,-0.470807658,-0.684639596,92.02088356,0.5416209239869941,lower,SFG
7990-9101,-0.448722017,-0.530388534,12.3857317,0.5260341989061093,lower,SFG
7990-9102,-0.36942437,-0.328199564,9.488256693,0.4633115432424244,lower,SFG
7991-12701,-0.240916693,-0.263150653,57.62971592,0.33195290952325396,lower,SFG
7991-12702,0.204698349,0.174664079,3.208238423,-1.1092695209424086,higher,Unclassified
7991-12703,0.184262293,0.267408408,5.219605088,-0.9448249987881367,higher,Unclassified
7991-12704,-0.440438573,-0.581418078,5.471671462,0.5199932383247122,lower,Unclassified
7991-12705,0.084546533,-0.236790911,4.010008693,-0.3925515975966043,higher,Unclassified
7991-1901,-0.076579038,-0.176883155,182.9543114,0.07396744552797863,lower,SFG
7991-1902,0.114364814,1.101809474,1.199115798,-0.5252408535864053,higher,Passive
7991-3701,-0.093300061,-0.112804866,2.017167628,0.10709580340343683,lower,Passive
7991-3702,-0.205388583,0.441460288,25.06062651,0.28681623978532655,higher,AGN
7991-3703,0.091340637,0.019827573,0.322081216,-0.4209465646568471,higher,Passive
7991-3704,0.079029944,0.283924737,4.620494723,-0.37022178844305165,higher,Unclassified
7991-6101,0.241386599,0.157112655,1.125220925,-1.4782600290785233,higher,Passive
7991-6102,0.142242139,-0.276919228,0.189972587,-0.67113003709162,higher,Passive
7991-6103,-0.467981639,-0.509662609,12.96971035,0.5396674405585032,lower,SFG
7991-6104,0.260632016,0.952927694,19.92563629,-1.7235304660525372,higher,AGN
7991-9101,-0.420988664,-0.322927455,5.971382856,0.5053672716087441,lower,Unclassified
7991-9102,-0.754906137,-0.015838137,0.224332895,0.6920026583473636,lower,Passive
7992-12701,-0.39736736,0.287229325,1.658690736,0.48672244065075265,lower,Passive
7992-12702,-0.194982496,0.349328331,2.797276795,0.2726826214685806,higher,Passive
7992-12703,-0.916385498,0.297677969,29.30352449,0.7500069382722294,lower,SFG
7992-12704,0.455360356,-0.2903677,2.822481215,-40.47767989713425,higher,Passive
7992-12705,0.280835498,0.133913089,0.871697202,-2.034706504394784,higher,Passive
7992-1901,-0.523764478,-0.211817982,24.5137763,0.5761724649006824,lower,SFG
7992-1902,-0.196939584,0.074756864,5.829435945,0.27537442575908033,lower,Unclassified
7992-3701,-0.152667239,0.319861678,1.808297783,0.21034351288553976,higher,Passive
7992-3702,-0.438407865,-0.393176181,39.61130428,0.5184954660756927,lower,SFG
7992-3703,-0.192091794,0.571303169,1.630563825,0.2686776010095059,higher,Passive
7992-3704,-0.520500214,-0.106994908,6.301119447,0.5741495525411365,lower,SFG
7992-6101,0.149877444,0.134296406,5.702689052,-0.7155202095787343,higher,Unclassified
7992-6102,-0.731813873,0.184615103,117.7528095,0.6824338837283499,lower,SFG
7992-6103,-0.315526115,-0.196692212,24.13783121,0.41345038776973053,lower,SFG
7992-6104,-0.385652359,-0.677948861,78.27070427,0.4770936501444274,lower,SFG
7992-9101,-0.920242689,0.133839253,13.1238451,0.751227687204187,lower,SFG
7992-9102,0.266489761,0.936494963,12.1069715,-1.807392185264939,higher,AGN
8131-12701,-0.575621864,-0.211472563,23.65742397,0.606615106280907,lower,SFG
8131-12702,0.217375156,0.140648552,2.230262071,-1.2246477058289647,higher,Passive
8131-12703,-0.426915582,-0.383456592,5.031232595,0.509891400883255,lower,Unclassified
8131-12704,0.024703829,0.384914584,3.679555953,-0.17987479283759678,higher,Unclassified
8131-12705,0.114543246,-0.10734836,0.818555281,-0.5261018693148816,higher,Passive
8131-1901,0.484369431,-0.027460609,0.591686115,43.641228583789996,lower,Passive
8131-1902,0.264846341,-0.034334571,0.289880738,-1.7833810402085009,higher,Passive
8131-3701,-0.084600164,0.049614663,2.293081522,0.09010851132745068,lower,Passive
8131-3702,0.156339692,0.289723503,0.428565457,-0.7547790633426275,higher,Passive
8131-3703,0.150487462,-0.15969343,0.818286151,-0.7191582565689487,higher,Passive
8131-3704,0.407709707,-0.080556521,0.274019994,-8.602858094278028,higher,Passive
8131-6101,-0.378307181,-0.485725259,15.81097007,0.4709208578419425,lower,SFG
8131-6102,-0.19060492,-0.634373498,2.306189239,0.2666039102463843,lower,Passive
8131-6103,-0.056868274,-0.031590827,0.564865902,0.03221535039705192,lower,Passive
8131-6104,0.244749127,0.421652926,1.853260249,-1.5180916130345037,higher,Passive
8131-9101,-0.976708749,0.351097078,122.0484295,0.7683532791782404,lower,SFG
8131-9102,0.160352213,0.352733989,5.152827263,-0.7799801697597797,higher,Unclassified
8132-12701,-0.18937852,-0.248404941,3.593010321,0.26488645520330256,lower,Unclassified
8132-12702,0.16442196,0.627206831,8.560946703,-0.8062167438471692,higher,AGN
8132-12703,-0.189564211,-0.157114132,4.650783241,0.26514690787247697,lower,Unclassified
8132-12704,0.016849659,0.314034355,1.438321233,-0.15613161418761923,higher,Passive
8132-12705,-0.360390157,-0.256418762,8.854786634,0.45540555080303047,lower,SFG
8132-1901,0.262755082,0.166523681,1.109263957,-1.7533773618516424,higher,Passive
8132-1902,0.188760324,0.319110763,1.223491266,-0.9789685064208364,higher,Passive
8132-3701,0.927731268,0.625739033,0.611076966,2.522659668773163,lower,Passive
8132-3702,-0.584659884,-0.031908755,78.02611923,0.6116144851490339,lower,SFG
8132-3703,-0.591208877,-0.125823596,18.06224632,0.6151838509639606,lower,SFG
8132-3704,-0.024231925,0.36036975,3.517189622,-0.04423835884337102,higher,Unclassified
8132-6101,0.048818132,0.4529742,14.29694748,-0.25830546219050454,higher,AGN
8132-6102,-0.258583538,-0.097071569,8.852493286,0.35275901364106854,lower,SFG
8132-6103,-0.271897111,-0.409087992,1.83465153,0.3677835619580947,lower,Passive
8132-6104,0.091446734,0.16471619,1.178647205,-0.4213980641234254,higher,Passive
8132-9101,-0.465490767,-0.516486588,26.95160961,0.5379358412524022,lower,SFG
8132-9102,-0.014937218,0.250453158,4.31531924,-0.06789479000145549,higher,Unclassified
8133-12701,-0.630312949,0.232072023,5.043106198,0.6356122682602365,lower,Unclassified
8133-12702,0.030566857,0.735076301,11.33453965,-0.19815200837047486,higher,AGN
8133-12703,-0.045302535,-0.337639697,0.513943598,0.006229382609189038,lower,Passive
8133-12704,0.031216605,0.131093994,6.345032811,-0.20020757610939244,higher,AGN
8133-12705,-0.134654587,-0.13007581,5.320470929,0.18115955933366612,lower,Unclassified
8133-1901,-0.606564232,-0.133514468,7.257416368,0.6233826242148457,lower,SFG
8133-1902,0.077466549,-0.069654835,0.611691609,-0.36400768634110636,higher,Passive
8133-3701,-0.213355578,-0.38226964,16.08584738,0.29734613188450476,lower,SFG
8133-3702,0.150708754,0.237320999,1.908867598,-0.7204814417617953,higher,Passive
8133-3703,0.134765934,0.25385112,0.542178132,-0.6296241428518787,higher,Passive
8133-3704,-1.106898643,0.410450532,37.3321085,0.8031647378175846,lower,SFG
8133-6101,0.211585428,0.405511089,1.116665348,-1.1705479957221612,higher,Passive
8133-6102,-0.646116754,-0.140455686,2.211681902,0.6434621957659459,lower,Passive
8133-6103,0.132313747,0.115247722,2.930738926,-0.61641052035956,higher,Passive
8133-6104,0.128209402,0.290180145,1.163338438,-0.5947184901206675,higher,Passive
8133-9101,-0.251188724,-0.299756351,15.31821179,0.3441742408052402,lower,SFG
8133-9102,-0.136158591,-0.200338505,3.402368903,0.1836626997339712,lower,Unclassified
8134-12701,-0.482649583,-0.215866995,6.549738169,0.5496806098638684,lower,SFG
8134-12702,-0.447362761,-0.508978891,12.84483385,0.5250504010702914,lower,SFG
8134-12703,-0.47022469,-0.486066497,5.285895467,0.541218909173721,lower,Unclassified
8134-12704,-0.047599384,0.05354425,3.024838388,0.011482368688444877,higher,Unclassified
8134-12705,-0.471519864,-0.487353825,2.639998794,0.5421113857243058,lower,Passive
8134-1901,-0.462061981,-0.577482388,48.93775654,0.5355370861221728,lower,SFG
8134-1902,0.15759636,-0.096373049,1.063057348,-0.7626020887592733,higher,Passive
8134-3701,0.078926215,-0.003653669,7.556720614,-0.36980795286495605,higher,AGN
8134-3702,0.286631121,0.520575624,0.238167413,-2.1366277425407616,higher,Passive
8134-3703,-0.57931302,0.297186982,0.795431584,0.6086672724217221,lower,Passive
8134-3704,0.039161319,0.274721882,1.600262672,-0.22584316102759594,higher,Passive
8134-6101,-0.177532629,0.000963395,2.575122714,0.24796252932915908,lower,Passive
8134-6102,0.149101629,0.276467831,2.272987783,-0.7109133580176388,higher,Passive
8134-6103,-0.501283288,-0.300655299,30.12229824,0.561964896815974,lower,SFG
8134-6104,-0.926024843,0.309156768,8.254770041,0.7530450252667888,lower,SFG
8134-9101,0.062499047,0.404143644,0.441872694,-0.3069290145439243,higher,Passive
8134-9102,0.195686954,0.384702448,8.643133879,-1.0337367449158803,higher,AGN
8135-12701,0.297147609,0.288399984,6.222993135,-2.3390226329585455,higher,AGN
8135-12702,-0.379819739,-0.40626096,3.821997106,0.47220071621565374,lower,Unclassified
8135-12703,-0.278608867,-0.169173816,4.458706856,0.3751552567837805,lower,Unclassified
8135-12704,-0.128056742,0.024787186,3.452039838,0.17002989154497317,lower,Unclassified
8135-12705,-0.435094991,-0.217311478,7.705447912,0.5160375915614805,lower,SFG
8135-1901,-0.383834156,-0.680953427,30.8824892,0.47557554682785486,lower,SFG
8135-1902,-0.01790139,-0.007994305,440.1206055,-0.06025263814067028,higher,AGN
8135-3701,-0.016165128,0.288269883,2.451647639,-0.0647177180507279,higher,Passive
8135-3702,-0.54308278,-0.177201036,5.085166812,0.5878774370244453,lower,Unclassified
8135-3703,-0.267640344,0.11739837,0.362921417,0.36303872414006666,lower,Passive
8135-3704,-0.562296141,-0.265711945,55.033144,0.5990842968674819,lower,SFG
8135-6101,-0.66618544,-0.035284489,39.97133636,0.6531158096868412,lower,SFG
8135-6102,0.065397251,0.247836441,1.64396894,-0.31765164474945284,higher,Passive
8135-6103,0.16713937,0.364548564,4.320459485,-0.8241277524252659,higher,Unclassified
8135-6104,-0.069348256,0.340668096,1.95727247,0.05900533520961271,higher,Passive
8135-9101,0.210439792,0.139978726,0.974945098,-1.1601291076172968,higher,Passive
8135-9102,-0.456473412,-0.569437632,13.81390405,0.531589308339482,lower,SFG
8137-12701,-0.493296036,-0.431694925,5.923207045,0.5567574896986288,lower,Unclassified
8137-12702,-0.447633564,-0.52974204,6.57437861,0.5252466344615964,lower,SFG
8137-12703,-0.153536603,-0.143971034,9.535092831,0.21170939594383364,lower,SFG
8137-12704,-0.433324247,-0.402591961,3.98907876,0.514716454777063,lower,Unclassified
8137-12705,-0.550791613,-0.322959761,9.401354074,0.5924245573420478,lower,SFG
8137-1901,-0.173303819,0.13227739,11.05710745,0.2417699693618638,lower,SFG
8137-1902,-0.29493625,0.309435285,1.982588261,0.3925479247453627,lower,Passive
8137-3701,0.177084885,0.234237842,2.762479186,-0.8925145878866645,higher,Passive
8137-3702,0.144945057,0.78054911,12.80675793,-0.6866058266032891,higher,AGN
8137-3703,0.203191106,0.682581121,3.438372552,-1.09628060652281,higher,Unclassified
8137-3704,-0.432048247,-0.353555775,12.27210402,0.5137612267096395,lower,SFG
8137-6101,0.287063517,0.258767334,0.723802507,-2.1444906931440246,higher,Passive
8137-6102,0.288941618,0.143699035,1.243075967,-2.179079041035505,higher,Passive
8137-6103,0.242301782,0.13230887,2.607816935,-1.4889845144945317,higher,Passive
8137-6104,0.182797653,0.103749415,1.002761588,-0.9339380749210942,higher,Passive
8137-9101,0.227046286,0.205596447,0.620252989,-1.3207663099976323,higher,Passive
8137-9102,-0.350268776,-0.376805416,13.67039824,0.44634131415481304,lower,SFG
8138-12701,-0.504153431,-0.473153392,7.082761407,0.5638152732533978,lower,SFG
8138-12702,-0.415953881,-0.331519201,15.15843844,0.5014765756074384,lower,SFG
8138-12704,-0.19803642,-0.086178924,15.57419968,0.2768761316935384,lower,SFG
8138-12705,-0.255255049,-0.19422427,5.854627728,0.34891657584310043,lower,Unclassified
8138-1901,-0.519016593,-0.211895384,22.56223917,0.5732257170229296,lower,SFG
8138-3701,-0.360719594,-0.229903153,10.94987464,0.4556968676243839,lower,SFG
8138-3702,0.158170359,0.314213973,3.54942733,-0.7661963322146146,higher,Unclassified
8138-3703,-0.088066077,-0.359600529,1.786996752,0.09693947340576292,lower,Passive
8138-3704,-0.416751675,-0.70950075,29.12180519,0.5020960273348228,lower,SFG
8138-6101,-0.269482824,0.231442295,49.8465929,0.3650991636284442,lower,SFG
8138-6102,-0.060680694,0.032419067,7.511451244,0.04053289690617601,lower,SFG
8138-6103,-0.372025096,-0.394924944,9.222561121,0.4655560340211047,lower,SFG
8138-6104,-0.564765447,-0.221246866,6.56882143,0.6004944248297845,lower,SFG
8138-9101,-0.07210888,0.187177347,4.614521623,0.06476478894793236,higher,Unclassified
8138-9102,-0.230810146,-0.38585578,16.03195286,0.31957881177707725,lower,SFG
8139-12701,-0.673018583,-0.071400913,5.773243904,0.6563253869425497,lower,Unclassified
8139-12702,-0.899169865,0.357203816,77.1166153,0.7444745647757884,lower,SFG
8139-12703,-1.147860511,0.063548391,3.950015783,0.8129588423399006,lower,Unclassified
8139-12704,-0.893624541,0.14916833,8.839081764,0.7426627882828636,lower,SFG
8139-12705,-0.194399675,-0.312686763,6.709089756,0.2718779374026634,lower,SFG
8139-1901,-0.52536904,-0.220336416,2.683835864,0.5771619716040193,lower,Passive
8139-1902,-0.456765318,-0.62001251,27.75172853,0.5317966898929637,lower,SFG
8139-3701,0.082470107,-0.219296457,0.791057929,-0.3840721193861556,higher,Passive
8139-3702,-0.851728746,-0.180924011,13.35523629,0.7284832161318522,lower,SFG
8139-3703,-0.655345298,-0.017319836,17.43076849,0.6479441518224569,lower,SFG
8139-3704,-0.018215127,-0.005370138,7.809825182,-0.05944920029075629,higher,AGN
8139-6101,0.061257914,0.280372797,3.067190826,-0.3023836347989868,higher,Unclassified
8139-6102,0.092228778,-2.326623304,0.392653495,-0.4247339036852311,lower,Passive
8139-6103,-0.740915583,0.041262658,29.87616825,0.686248947025071,lower,SFG
8139-6104,0.235813203,0.468723233,2.072268337,-1.4147582861812662,higher,Passive
8139-9101,-0.713794828,0.031519976,11.42918158,0.6747080038095925,lower,SFG
8139-9102,0.104541145,-0.005274408,3.551856458,-0.4791345459395151,higher,Unclassified
8140-12701,-0.014559224,0.02828208,0.454300068,-0.06887604607852871,higher,Passive
8140-12702,-0.407657917,-0.385324515,15.02188826,0.4949683843961724,lower,SFG
8140-12703,0.028780203,0.238994234,8.783134222,-0.19253089310042926,higher,AGN
8140-12704,-0.559526207,-0.173653501,14.48839545,0.597494441761209,lower,SFG
8140-12705,-0.559663643,-0.274160465,7.19148314,0.5975735273873315,lower,SFG
8140-1901,-0.215197346,0.386475444,0.207202338,0.299745530158548,higher,Passive
8140-1902,-0.423724943,-0.605326337,40.96828079,0.5074633820195393,lower,SFG
8140-3701,-0.439972843,-0.527938121,61.12220097,0.5196503245207286,lower,SFG
8140-3702,-0.000754683,0.1712321,4.925632715,-0.1057916767022371,higher,Unclassified
8140-3703,-1.67927444,-0.929253435,0.16228677,0.9061832902083924,lower,Passive
8140-3704,0.154937256,0.408346528,0.621505752,-0.7461222855343379,higher,Passive
8140-6101,-0.025608307,0.13441638,2.670988142,-0.040810685342286046,higher,Passive
8140-6102,-0.453473793,-0.463249384,8.117362738,0.529450664844151,lower,SFG
8140-6103,0.168650254,0.32880046,5.318851948,-0.8342260300428461,higher,Unclassified
8140-6104,-0.540276671,-0.157150305,13.52811527,0.5862050025403387,lower,SFG
8140-9101,-0.644787311,-0.147092895,9.908466101,0.6428104204444071,lower,SFG
8140-9102,0.278409389,0.278003521,2.072627753,-1.9938720948595967,higher,Passive
8141-12701,-0.259612583,-0.422620878,27.98689747,0.3539398576545656,lower,SFG
8141-12702,-0.453016497,-0.600736888,22.3747282,0.5291234046383463,lower,SFG
8141-12703,-0.083007716,0.078076562,5.072483897,0.08694124991196328,lower,Unclassified
8141-12704,-0.320852298,-0.184821655,6.92893362,0.41868024592880415,lower,SFG
8141-12705,-0.127921308,0.066492981,1.557918668,0.1697988600867859,lower,Passive
8141-1901,-0.102609483,0.761643881,30.9402914,0.12470154073574768,higher,AGN
8141-1902,0.20852131,-0.093325225,0.420283563,-1.142886094847729,higher,Passive
8141-3701,-0.136749814,-0.090858284,9.661866188,0.1846432847196553,lower,SFG
8141-3702,-0.41169229,-0.235426626,14.2359128,0.4981486512715223,lower,SFG
8141-3703,-0.044788916,0.055508797,0.545429915,0.005048302244331948,higher,Passive
8141-3704,0.101968103,0.384520398,1.210451633,-0.4674650321681224,higher,Passive
8141-6101,0.089140348,0.2614767,2.142872512,-0.4116398607642482,higher,Passive
8141-6102,-0.030467248,0.237428895,8.775348186,-0.028860979290297184,higher,AGN
8141-6103,-0.070431328,0.060532005,7.283549786,0.06127194817247883,lower,SFG
8141-6104,0.296546144,-0.079976547,0.202960558,-2.3267854671388806,higher,Passive
8141-9101,0.054657663,0.215154969,0.900651932,-0.27866800145153525,higher,Passive
